% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.688	1	1	69	9	2	28	1095	0
0.689	1	2	69	10	1	28	1095	0
0.689	1	1	69	10	2	28	1095	0
0.69	1	2	70	1	1	28	1095	0
0.69	1	1	70	1	2	28	1095	0
0.691	1	2	70	2	1	28	1095	0
0.691	1	1	70	2	2	28	1095	0
0.692	1	2	70	3	1	28	1095	0
0.692	1	1	70	3	2	28	1095	0
0.693	1	2	70	4	1	28	1095	0
0.693	1	1	70	4	2	28	1095	0
0.694	1	2	70	5	1	28	1095	0
0.694	1	1	70	5	2	28	1095	0
0.695	1	2	70	6	1	28	1095	0
0.695	1	1	70	6	2	28	1095	0
0.696	1	2	70	7	1	28	1095	0
0.696	1	1	70	7	2	28	1095	0
0.697	1	2	70	8	1	28	1095	0
0.697	1	1	70	8	2	28	1095	0
0.698	1	2	70	9	1	28	1095	0
0.698	1	1	70	9	2	28	1095	0
0.699	1	2	70	10	1	28	1095	0
0.699	1	1	70	10	2	28	1095	0
0.7	1	2	71	1	1	28	1095	0
0.7	1	1	71	1	2	28	1095	0
0.701	1	2	71	2	1	28	1095	0
0.701	1	1	71	2	2	28	1095	0
0.702	1	2	71	3	1	28	1095	0
0.702	1	1	71	3	2	28	1095	0
0.703	1	2	71	4	1	28	1095	0
0.703	1	1	71	4	2	28	1095	0
0.704	1	2	71	5	1	28	1095	0
0.704	1	1	71	5	2	28	1095	0
0.705	1	2	71	6	1	28	1095	0
0.705	1	1	71	6	2	28	1095	0
0.706	1	2	71	7	1	28	1095	0
0.706	1	1	71	7	2	28	1095	0
0.707	1	2	71	8	1	28	1095	0
0.707	1	1	71	8	2	28	1095	0
0.708	1	2	71	9	1	28	1095	0
0.708	1	1	71	9	2	28	1095	0
0.709	1	2	71	10	1	28	1095	0
0.709	1	1	71	10	2	28	1095	0
0.71	1	2	72	1	1	28	1095	0
0.71	1	1	72	1	2	28	1095	0
0.711	1	2	72	2	1	28	1095	0
0.711	1	1	72	2	2	28	1095	0
0.712	1	2	72	3	1	28	1095	0
0.712	1	1	72	3	2	28	1095	0
0.713	1	2	72	4	1	28	1095	0
0.713	1	1	72	4	2	28	1095	0
0.714	1	2	72	5	1	28	1095	0
0.714	1	1	72	5	2	28	1095	0
0.715	1	2	72	6	1	28	1095	0
0.715	1	1	72	6	2	28	1095	0
0.716	1	2	72	7	1	28	1095	0
0.716	1	1	72	7	2	28	1095	0
0.717	1	2	72	8	1	28	1095	0
0.717	1	1	72	8	2	28	1095	0
0.718	1	2	72	9	1	28	1095	0
0.718	1	1	72	9	2	28	1095	0
0.719	1	2	72	10	1	28	1095	0
0.719	1	1	72	10	2	28	1095	0
0.72	1	2	73	1	1	28	1095	0
0.72	1	1	73	1	2	28	1095	0
0.721	1	2	73	2	1	28	1095	0
0.721	1	1	73	2	2	28	1095	0
0.722	1	2	73	3	1	28	1095	0
0.722	1	1	73	3	2	28	1095	0
0.723	1	2	73	4	1	28	1095	0
0.723	1	1	73	4	2	28	1095	0
0.724	1	2	73	5	1	28	1095	0
0.724	1	1	73	5	2	28	1095	0
0.725	1	2	73	6	1	28	1095	0
0.725	1	1	73	6	2	28	1095	0
0.726	1	2	73	7	1	28	1095	0
0.726	1	1	73	7	2	28	1095	0
0.727	1	2	73	8	1	28	1095	0
0.727	1	1	73	8	2	28	1095	0
0.728	1	2	73	9	1	28	1095	0
0.728	1	1	73	9	2	28	1095	0
0.729	1	2	73	10	1	28	1095	0
0.729	1	1	73	10	2	28	1095	0
0.73	1	2	74	1	1	28	1095	0
0.73	1	1	74	1	2	28	1095	0
0.731	1	2	74	2	1	28	1095	0
0.731	1	1	74	2	2	28	1095	0
0.732	1	2	74	3	1	28	1095	0
0.732	1	1	74	3	2	28	1095	0
0.733	1	2	74	4	1	28	1095	0
0.733	1	1	74	4	2	28	1095	0
0.734	1	2	74	5	1	28	1095	0
0.734	1	1	74	5	2	28	1095	0
0.735	1	2	74	6	1	28	1095	0
0.735	1	1	74	6	2	28	1095	0
0.736	1	2	74	7	1	28	1095	0
0.736	1	1	74	7	2	28	1095	0
0.737	1	2	74	8	1	28	1095	0
0.737	1	1	74	8	2	28	1095	0
0.738	1	2	74	9	1	28	1095	0
0.738	1	1	74	9	2	28	1095	0
0.739	1	2	74	10	1	28	1095	0
0.739	1	1	74	10	2	28	1095	0
0.74	1	2	75	1	1	28	1095	0
0.74	1	1	75	1	2	28	1095	0
0.741	1	2	75	2	1	28	1095	0
0.741	1	1	75	2	2	28	1095	0
0.742	1	2	75	3	1	28	1095	0
0.742	1	1	75	3	2	28	1095	0
0.743	1	2	75	4	1	28	1095	0
0.743	1	1	75	4	2	28	1095	0
0.744	1	2	75	5	1	28	1095	0
0.744	1	1	75	5	2	28	1095	0
0.745	1	2	75	6	1	28	1095	0
0.745	1	1	75	6	2	28	1095	0
0.746	1	2	75	7	1	28	1095	0
0.746	1	1	75	7	2	28	1095	0
0.747	1	2	75	8	1	28	1095	0
0.747	1	1	75	8	2	28	1095	0
0.748	1	2	75	9	1	28	1095	0
0.748	1	1	75	9	2	28	1095	0
0.749	1	2	75	10	1	28	1095	0
0.749	1	1	75	10	2	28	1095	0
0.75	1	2	76	1	1	28	1095	0
0.75	1	1	76	1	2	28	1095	0
0.751	1	2	76	2	1	28	1095	0
0.751	1	1	76	2	2	28	1095	0
0.752	1	2	76	3	1	28	1095	0
0.752	1	1	76	3	2	28	1095	0
0.753	1	2	76	4	1	28	1095	0
0.753	1	1	76	4	2	28	1095	0
0.754	1	2	76	5	1	28	1095	0
0.754	1	1	76	5	2	28	1095	0
0.755	1	2	76	6	1	28	1095	0
0.755	1	1	76	6	2	28	1095	0
0.756	1	2	76	7	1	28	1095	0
0.756	1	1	76	7	2	28	1095	0
0.757	1	2	76	8	1	28	1095	0
0.757	1	1	76	8	2	28	1095	0
0.758	1	2	76	9	1	28	1095	0
0.758	1	1	76	9	2	28	1095	0
0.759	1	2	76	10	1	28	1095	0
0.759	1	1	76	10	2	28	1095	0
0.76	1	2	77	1	1	28	1095	0
0.76	1	1	77	1	2	28	1095	0
0.761	1	2	77	2	1	28	1095	0
0.761	1	1	77	2	2	28	1095	0
0.762	1	2	77	3	1	28	1095	0
0.762	1	1	77	3	2	28	1095	0
0.763	1	2	77	4	1	28	1095	0
0.763	1	1	77	4	2	28	1095	0
0.764	1	2	77	5	1	28	1095	0
0.764	1	1	77	5	2	28	1095	0
0.765	1	2	77	6	1	28	1095	0
0.765	1	1	77	6	2	28	1095	0
0.766	1	2	77	7	1	28	1095	0
0.766	1	1	77	7	2	28	1095	0
0.767	1	2	77	8	1	28	1095	0
0.767	1	1	77	8	2	28	1095	0
0.768	1	2	77	9	1	28	1095	0
0.768	1	1	77	9	2	28	1095	0
0.769	1	2	77	10	1	28	1095	0
0.769	1	1	77	10	2	28	1095	0
0.77	1	2	78	1	1	28	1095	0
0.77	1	1	78	1	2	28	1095	0
0.771	1	2	78	2	1	28	1095	0
0.771	1	1	78	2	2	28	1095	0
0.772	1	2	78	3	1	28	1095	0
0.772	1	1	78	3	2	28	1095	0
0.773	1	2	78	4	1	28	1095	0
0.773	1	1	78	4	2	28	1095	0
0.774	1	2	78	5	1	28	1095	0
0.774	1	1	78	5	2	28	1095	0
0.775	1	2	78	6	1	28	1095	0
0.775	1	1	78	6	2	28	1095	0
0.776	1	2	78	7	1	28	1095	0
0.776	1	1	78	7	2	28	1095	0
0.777	1	2	78	8	1	28	1095	0
0.777	1	1	78	8	2	28	1095	0
0.778	1	2	78	9	1	28	1095	0
0.778	1	1	78	9	2	28	1095	0
0.779	1	2	78	10	1	28	1095	0
0.779	1	1	78	10	2	28	1095	0
0.78	1	2	79	1	1	28	1095	0
0.78	1	1	79	1	2	28	1095	0
0.781	1	2	79	2	1	28	1095	0
0.781	1	1	79	2	2	28	1095	0
0.782	1	2	79	3	1	28	1095	0
0.782	1	1	79	3	2	28	1095	0
0.783	1	2	79	4	1	28	1095	0
0.783	1	1	79	4	2	28	1095	0
0.784	1	2	79	5	1	28	1095	0
0.784	1	1	79	5	2	28	1095	0
0.785	1	2	79	6	1	28	1095	0
0.785	1	1	79	6	2	28	1095	0
0.786	1	2	79	7	1	28	1095	0
0.786	1	1	79	7	2	28	1095	0
0.787	1	2	79	8	1	28	1095	0
0.787	1	1	79	8	2	28	1095	0
0.788	1	2	79	9	1	28	1095	0
0.788	1	1	79	9	2	28	1095	0
0.789	1	2	79	10	1	28	1095	0
0.789	1	1	79	10	2	28	1095	0
0.79	1	2	80	1	1	28	1095	0
0.79	1	1	80	1	2	28	1095	0
0.791	1	2	80	2	1	28	1095	0
0.791	1	1	80	2	2	28	1095	0
0.792	1	2	80	3	1	28	1095	0
0.792	1	1	80	3	2	28	1095	0
0.793	1	2	80	4	1	28	1095	0
0.793	1	1	80	4	2	28	1095	0
0.794	1	2	80	5	1	28	1095	0
0.794	1	1	80	5	2	28	1095	0
0.795	1	2	80	6	1	28	1095	0
0.795	1	1	80	6	2	28	1095	0
0.796	1	2	80	7	1	28	1095	0
0.796	1	1	80	7	2	28	1095	0
0.797	1	2	80	8	1	28	1095	0
0.797	1	1	80	8	2	28	1095	0
0.798	1	2	80	9	1	28	1095	0
0.798	1	1	80	9	2	28	1095	0
0.799	1	2	80	10	1	28	1095	0
0.799	1	1	80	10	2	28	1095	0
0.8	1	2	81	1	1	28	1095	0
0.8	1	1	81	1	2	28	1095	0
0.801	1	2	81	2	1	28	1095	0
0.801	1	1	81	2	2	28	1095	0
0.802	1	2	81	3	1	28	1095	0
0.802	1	1	81	3	2	28	1095	0
0.803	1	2	81	4	1	28	1095	0
0.803	1	1	81	4	2	28	1095	0
0.804	1	2	81	5	1	28	1095	0
0.804	1	1	81	5	2	28	1095	0
0.805	1	2	81	6	1	28	1095	0
0.805	1	1	81	6	2	28	1095	0
0.806	1	2	81	7	1	28	1095	0
0.806	1	1	81	7	2	28	1095	0
0.807	1	2	81	8	1	28	1095	0
0.807	1	1	81	8	2	28	1095	0
0.808	1	2	81	9	1	28	1095	0
0.808	1	1	81	9	2	28	1095	0
0.809	1	2	81	10	1	28	1095	0
0.809	1	1	81	10	2	28	1095	0
0.81	1	2	82	1	1	28	1095	0
0.81	1	1	82	1	2	28	1095	0
0.811	1	2	82	2	1	28	1095	0
0.811	1	1	82	2	2	28	1095	0
0.812	1	2	82	3	1	28	1095	0
0.812	1	1	82	3	2	28	1095	0
0.813	1	2	82	4	1	28	1095	0
0.813	1	1	82	4	2	28	1095	0
0.814	1	2	82	5	1	28	1095	0
0.814	1	1	82	5	2	28	1095	0
0.815	1	2	82	6	1	28	1095	0
0.815	1	1	82	6	2	28	1095	0
0.816	1	2	82	7	1	28	1095	0
0.816	1	1	82	7	2	28	1095	0
0.817	1	2	82	8	1	28	1095	0
0.817	1	1	82	8	2	28	1095	0
0.818	1	2	82	9	1	28	1095	0
0.818	1	1	82	9	2	28	1095	0
0.819	1	2	82	10	1	28	1095	0
0.819	1	1	82	10	2	28	1095	0
0.82	1	2	83	1	1	28	1095	0
0.82	1	1	83	1	2	28	1095	0
0.821	1	2	83	2	1	28	1095	0
0.821	1	1	83	2	2	28	1095	0
0.822	1	2	83	3	1	28	1095	0
0.822	1	1	83	3	2	28	1095	0
0.823	1	2	83	4	1	28	1095	0
0.823	1	1	83	4	2	28	1095	0
0.824	1	2	83	5	1	28	1095	0
0.824	1	1	83	5	2	28	1095	0
0.825	1	2	83	6	1	28	1095	0
0.825	1	1	83	6	2	28	1095	0
0.826	1	2	83	7	1	28	1095	0
0.826	1	1	83	7	2	28	1095	0
0.827	1	2	83	8	1	28	1095	0
0.827	1	1	83	8	2	28	1095	0
0.828	1	2	83	9	1	28	1095	0
0.828	1	1	83	9	2	28	1095	0
0.829	1	2	83	10	1	28	1095	0
0.829	1	1	83	10	2	28	1095	0
0.83	1	2	84	1	1	28	1095	0
0.83	1	1	84	1	2	28	1095	0
0.831	1	2	84	2	1	28	1095	0
0.831	1	1	84	2	2	28	1095	0
0.832	1	2	84	3	1	28	1095	0
0.832	1	1	84	3	2	28	1095	0
0.833	1	2	84	4	1	28	1095	0
0.833	1	1	84	4	2	28	1095	0
0.834	1	2	84	5	1	28	1095	0
0.834	1	1	84	5	2	28	1095	0
0.835	1	2	84	6	1	28	1095	0
0.835	1	1	84	6	2	28	1095	0
0.836	1	2	84	7	1	28	1095	0
0.836	1	1	84	7	2	28	1095	0
0.837	1	2	84	8	1	28	1095	0
0.837	1	1	84	8	2	28	1095	0
0.838	1	2	84	9	1	28	1095	0
0.838	1	1	84	9	2	28	1095	0
0.839	1	2	84	10	1	28	1095	0
0.839	1	1	84	10	2	28	1095	0
0.84	1	2	85	1	1	28	1095	0
0.84	1	1	85	1	2	28	1095	0
0.841	1	2	85	2	1	28	1095	0
0.841	1	1	85	2	2	28	1095	0
0.842	1	2	85	3	1	28	1095	0
0.842	1	1	85	3	2	28	1095	0
0.843	1	2	85	4	1	28	1095	0
0.843	1	1	85	4	2	28	1095	0
0.844	1	2	85	5	1	28	1095	0
0.844	1	1	85	5	2	28	1095	0
0.845	1	2	85	6	1	28	1095	0
0.845	1	1	85	6	2	28	1095	0
0.846	1	2	85	7	1	28	1095	0
0.846	1	1	85	7	2	28	1095	0
0.847	1	2	85	8	1	28	1095	0
0.847	1	1	85	8	2	28	1095	0
0.848	1	2	85	9	1	28	1095	0
0.848	1	1	85	9	2	28	1095	0
0.849	1	2	85	10	1	28	1095	0
0.849	1	1	85	10	2	28	1095	0
0.85	1	2	86	1	1	28	1095	0
0.85	1	1	86	1	2	28	1095	0
0.851	1	2	86	2	1	28	1095	0
0.851	1	1	86	2	2	28	1095	0
0.852	1	2	86	3	1	28	1095	0
0.852	1	1	86	3	2	28	1095	0
0.853	1	2	86	4	1	28	1095	0
0.853	1	1	86	4	2	28	1095	0
0.854	1	2	86	5	1	28	1095	0
0.854	1	1	86	5	2	28	1095	0
0.855	1	2	86	6	1	28	1095	0
0.855	1	1	86	6	2	28	1095	0
0.856	1	2	86	7	1	28	1095	0
0.856	1	1	86	7	2	28	1095	0
0.857	1	2	86	8	1	28	1095	0
0.857	1	1	86	8	2	28	1095	0
0.858	1	2	86	9	1	28	1095	0
0.858	1	1	86	9	2	28	1095	0
0.859	1	2	86	10	1	28	1095	0
0.859	1	1	86	10	2	28	1095	0
0.86	1	2	87	1	1	28	1095	0
0.86	1	1	87	1	2	28	1095	0
0.861	1	2	87	2	1	28	1095	0
0.861	1	1	87	2	2	28	1095	0
0.862	1	2	87	3	1	28	1095	0
0.862	1	1	87	3	2	28	1095	0
0.863	1	2	87	4	1	28	1095	0
0.863	1	1	87	4	2	28	1095	0
0.864	1	2	87	5	1	28	1095	0
0.864	1	1	87	5	2	28	1095	0
0.865	1	2	87	6	1	28	1095	0
0.865	1	1	87	6	2	28	1095	0
0.866	1	2	87	7	1	28	1095	0
0.866	1	1	87	7	2	28	1095	0
0.867	1	2	87	8	1	28	1095	0
0.867	1	1	87	8	2	28	1095	0
0.868	1	2	87	9	1	28	1095	0
0.868	1	1	87	9	2	28	1095	0
0.869	1	2	87	10	1	28	1095	0
0.869	1	1	87	10	2	28	1095	0
0.87	1	2	88	1	1	28	1095	0
0.87	1	1	88	1	2	28	1095	0
0.871	1	2	88	2	1	28	1095	0
0.871	1	1	88	2	2	28	1095	0
0.872	1	2	88	3	1	28	1095	0
0.872	1	1	88	3	2	28	1095	0
0.873	1	2	88	4	1	28	1095	0
0.873	1	1	88	4	2	28	1095	0
0.874	1	2	88	5	1	28	1095	0
0.874	1	1	88	5	2	28	1095	0
0.875	1	2	88	6	1	28	1095	0
0.875	1	1	88	6	2	28	1095	0
0.876	1	2	88	7	1	28	1095	0
0.876	1	1	88	7	2	28	1095	0
0.877	1	2	88	8	1	28	1095	0
0.877	1	1	88	8	2	28	1095	0
0.878	1	2	88	9	1	28	1095	0
0.878	1	1	88	9	2	28	1095	0
0.879	1	2	88	10	1	28	1095	0
0.879	1	1	88	10	2	28	1095	0
0.88	1	2	89	1	1	28	1095	0
0.88	1	1	89	1	2	28	1095	0
0.881	1	2	89	2	1	28	1095	0
0.881	1	1	89	2	2	28	1095	0
0.882	1	2	89	3	1	28	1095	0
0.882	1	1	89	3	2	28	1095	0
0.883	1	2	89	4	1	28	1095	0
0.883	1	1	89	4	2	28	1095	0
0.884	1	2	89	5	1	28	1095	0
0.884	1	1	89	5	2	28	1095	0
0.885	1	2	89	6	1	28	1095	0
0.885	1	1	89	6	2	28	1095	0
0.886	1	2	89	7	1	28	1095	0
0.886	1	1	89	7	2	28	1095	0
0.887	1	2	89	8	1	28	1095	0
0.887	1	1	89	8	2	28	1095	0
0.888	1	2	89	9	1	28	1095	0
0.888	1	1	89	9	2	28	1095	0
0.889	1	2	89	10	1	28	1095	0
0.889	1	1	89	10	2	28	1095	0
0.89	1	2	90	1	1	28	1095	0
0.89	1	1	90	1	2	28	1095	0
0.891	1	2	90	2	1	28	1095	0
0.891	1	1	90	2	2	28	1095	0
0.892	1	2	90	3	1	28	1095	0
0.892	1	1	90	3	2	28	1095	0
0.893	1	2	90	4	1	28	1095	0
0.893	1	1	90	4	2	28	1095	0
0.894	1	2	90	5	1	28	1095	0
0.894	1	1	90	5	2	28	1095	0
0.895	1	2	90	6	1	28	1095	0
0.895	1	1	90	6	2	28	1095	0
0.896	1	2	90	7	1	28	1095	0
0.896	1	1	90	7	2	28	1095	0
0.897	1	2	90	8	1	28	1095	0
0.897	1	1	90	8	2	28	1095	0
0.898	1	2	90	9	1	28	1095	0
0.898	1	1	90	9	2	28	1095	0
0.899	1	2	90	10	1	28	1095	0
0.899	1	1	90	10	2	28	1095	0
0.9	1	2	91	1	1	28	1095	0
0.9	1	1	91	1	2	28	1095	0
0.901	1	2	91	2	1	28	1095	0
0.901	1	1	91	2	2	28	1095	0
0.902	1	2	91	3	1	28	1095	0
0.902	1	1	91	3	2	28	1095	0
0.903	1	2	91	4	1	28	1095	0
0.903	1	1	91	4	2	28	1095	0
0.904	1	2	91	5	1	28	1095	0
0.904	1	1	91	5	2	28	1095	0
0.905	1	2	91	6	1	28	1095	0
0.905	1	1	91	6	2	28	1095	0
0.906	1	2	91	7	1	28	1095	0
0.906	1	1	91	7	2	28	1095	0
0.907	1	2	91	8	1	28	1095	0
0.907	1	1	91	8	2	28	1095	0
0.908	1	2	91	9	1	28	1095	0
0.908	1	1	91	9	2	28	1095	0
0.909	1	2	91	10	1	28	1095	0
0.909	1	1	91	10	2	28	1095	0
0.91	1	2	92	1	1	28	1095	0
0.91	1	1	92	1	2	28	1095	0
0.911	1	2	92	2	1	28	1095	0
0.911	1	1	92	2	2	28	1095	0
0.912	1	2	92	3	1	28	1095	0
0.912	1	1	92	3	2	28	1095	0
0.913	1	2	92	4	1	28	1095	0
0.913	1	1	92	4	2	28	1095	0
0.914	1	2	92	5	1	28	1095	0
0.914	1	1	92	5	2	28	1095	0
0.915	1	2	92	6	1	28	1095	0
0.915	1	1	92	6	2	28	1095	0
0.916	1	2	92	7	1	28	1095	0
0.916	1	1	92	7	2	28	1095	0
0.917	1	2	92	8	1	28	1095	0
0.917	1	1	92	8	2	28	1095	0
0.918	1	2	92	9	1	28	1095	0
0.918	1	1	92	9	2	28	1095	0
0.919	1	2	92	10	1	28	1095	0
0.919	1	1	92	10	2	28	1095	0
0.92	1	2	93	1	1	28	1095	0
0.92	1	1	93	1	2	28	1095	0
0.921	1	2	93	2	1	28	1095	0
0.921	1	1	93	2	2	28	1095	0
0.922	1	2	93	3	1	28	1095	0
0.922	1	1	93	3	2	28	1095	0
0.923	1	2	93	4	1	28	1095	0
0.923	1	1	93	4	2	28	1095	0
0.924	1	2	93	5	1	28	1095	0
0.924	1	1	93	5	2	28	1095	0
0.925	1	2	93	6	1	28	1095	0
0.925	1	1	93	6	2	28	1095	0
0.926	1	2	93	7	1	28	1095	0
0.926	1	1	93	7	2	28	1095	0
0.927	1	2	93	8	1	28	1095	0
0.927	1	1	93	8	2	28	1095	0
0.928	1	2	93	9	1	28	1095	0
0.928	1	1	93	9	2	28	1095	0
0.929	1	2	93	10	1	28	1095	0
0.929	1	1	93	10	2	28	1095	0
0.93	1	2	94	1	1	28	1095	0
0.93	1	1	94	1	2	28	1095	0
0.931	1	2	94	2	1	28	1095	0
0.931	1	1	94	2	2	28	1095	0
0.932	1	2	94	3	1	28	1095	0
0.932	1	1	94	3	2	28	1095	0
0.933	1	2	94	4	1	28	1095	0
0.933	1	1	94	4	2	28	1095	0
0.934	1	2	94	5	1	28	1095	0
0.934	1	1	94	5	2	28	1095	0
0.935	1	2	94	6	1	28	1095	0
0.935	1	1	94	6	2	28	1095	0
0.936	1	2	94	7	1	28	1095	0
0.936	1	1	94	7	2	28	1095	0
0.937	1	2	94	8	1	28	1095	0
0.937	1	1	94	8	2	28	1095	0
0.938	1	2	94	9	1	28	1095	0
0.938	1	1	94	9	2	28	1095	0
0.939	1	2	94	10	1	28	1095	0
0.939	1	1	94	10	2	28	1095	0
0.94	1	2	95	1	1	28	1095	0
0.94	1	1	95	1	2	28	1095	0
0.941	1	2	95	2	1	28	1095	0
0.941	1	1	95	2	2	28	1095	0
0.942	1	2	95	3	1	28	1095	0
0.942	1	1	95	3	2	28	1095	0
0.943	1	2	95	4	1	28	1095	0
0.943	1	1	95	4	2	28	1095	0
0.944	1	2	95	5	1	28	1095	0
0.944	1	1	95	5	2	28	1095	0
0.945	1	2	95	6	1	28	1095	0
0.945	1	1	95	6	2	28	1095	0
0.946	1	2	95	7	1	28	1095	0
0.946	1	1	95	7	2	28	1095	0
0.947	1	2	95	8	1	28	1095	0
0.947	1	1	95	8	2	28	1095	0
0.948	1	2	95	9	1	28	1095	0
0.948	1	1	95	9	2	28	1095	0
0.949	1	2	95	10	1	28	1095	0
0.949	1	1	95	10	2	28	1095	0
0.95	1	2	96	1	1	28	1095	0
0.95	1	1	96	1	2	28	1095	0
0.951	1	2	96	2	1	28	1095	0
0.951	1	1	96	2	2	28	1095	0
0.952	1	2	96	3	1	28	1095	0
0.952	1	1	96	3	2	28	1095	0
0.953	1	2	96	4	1	28	1095	0
0.953	1	1	96	4	2	28	1095	0
0.954	1	2	96	5	1	28	1095	0
0.954	1	1	96	5	2	28	1095	0
0.955	1	2	96	6	1	28	1095	0
0.955	1	1	96	6	2	28	1095	0
0.956	1	2	96	7	1	28	1095	0
0.956	1	1	96	7	2	28	1095	0
0.957	1	2	96	8	1	28	1095	0
0.957	1	1	96	8	2	28	1095	0
0.958	1	2	96	9	1	28	1095	0
0.958	1	1	96	9	2	28	1095	0
0.959	1	2	96	10	1	28	1095	0
0.959	1	1	96	10	2	28	1095	0
0.96	1	2	97	1	1	28	1095	0
0.96	1	1	97	1	2	28	1095	0
0.961	1	2	97	2	1	28	1095	0
0.961	1	1	97	2	2	28	1095	0
0.962	1	2	97	3	1	28	1095	0
0.962	1	1	97	3	2	28	1095	0
0.963	1	2	97	4	1	28	1095	0
0.963	1	1	97	4	2	28	1095	0
0.964	1	2	97	5	1	28	1095	0
0.964	1	1	97	5	2	28	1095	0
0.965	1	2	97	6	1	28	1095	0
0.965	1	1	97	6	2	28	1095	0
0.966	1	2	97	7	1	28	1095	0
0.966	1	1	97	7	2	28	1095	0
0.967	1	2	97	8	1	28	1095	0
0.967	1	1	97	8	2	28	1095	0
0.968	1	2	97	9	1	28	1095	0
0.968	1	1	97	9	2	28	1095	0
0.969	1	2	97	10	1	28	1095	0
0.969	1	1	97	10	2	28	1095	0
0.97	1	2	98	1	1	28	1095	0
0.97	1	1	98	1	2	28	1095	0
0.971	1	2	98	2	1	28	1095	0
0.971	1	1	98	2	2	28	1095	0
0.972	1	2	98	3	1	28	1095	0
0.972	1	1	98	3	2	28	1095	0
0.973	1	2	98	4	1	28	1095	0
0.973	1	1	98	4	2	28	1095	0
0.974	1	2	98	5	1	28	1095	0
0.974	1	1	98	5	2	28	1095	0
0.975	1	2	98	6	1	28	1095	0
0.975	1	1	98	6	2	28	1095	0
0.976	1	2	98	7	1	28	1095	0
0.976	1	1	98	7	2	28	1095	0
0.977	1	2	98	8	1	28	1095	0
0.977	1	1	98	8	2	28	1095	0
0.978	1	2	98	9	1	28	1095	0
0.978	1	1	98	9	2	28	1095	0
0.979	1	2	98	10	1	28	1095	0
0.979	1	1	98	10	2	28	1095	0
0.98	1	2	99	1	1	28	1095	0
0.98	1	1	99	1	2	28	1095	0
0.981	1	2	99	2	1	28	1095	0
0.981	1	1	99	2	2	28	1095	0
0.982	1	2	99	3	1	28	1095	0
0.982	1	1	99	3	2	28	1095	0
0.983	1	2	99	4	1	28	1095	0
0.983	1	1	99	4	2	28	1095	0
0.984	1	2	99	5	1	28	1095	0
0.984	1	1	99	5	2	28	1095	0
0.985	1	2	99	6	1	28	1095	0
0.985	1	1	99	6	2	28	1095	0
0.986	1	2	99	7	1	28	1095	0
0.986	1	1	99	7	2	28	1095	0
0.987	1	2	99	8	1	28	1095	0
0.987	1	1	99	8	2	28	1095	0
0.988	1	2	99	9	1	28	1095	0
0.988	1	1	99	9	2	28	1095	0
0.989	1	2	99	10	1	28	1095	0
0.989	1	1	99	10	2	28	1095	0
0.99	1	2	100	1	1	28	1095	0
0.99	1	1	100	1	2	28	1095	0
0.991	1	2	100	2	1	28	1095	0
0.991	1	1	100	2	2	28	1095	0
0.992	1	2	100	3	1	28	1095	0
0.992	1	1	100	3	2	28	1095	0
0.993	1	2	100	4	1	28	1095	0
0.993	1	1	100	4	2	28	1095	0
0.994	1	2	100	5	1	28	1095	0
0.994	1	1	100	5	2	28	1095	0
0.995	1	2	100	6	1	28	1095	0
0.995	1	1	100	6	2	28	1095	0
0.996	1	2	100	7	1	28	1095	0
0.996	1	1	100	7	2	28	1095	0
0.997	1	2	100	8	1	28	1095	0
0.997	1	1	100	8	2	28	1095	0
0.998	1	2	100	9	1	28	1095	0
0.998	1	1	100	9	2	28	1095	0
0.999	1	2	100	10	1	28	1095	0
0.999	1	1	100	10	2	28	1095	0
1	1	2	101	1	1	28	1095	0
1	1	1	101	1	2	28	1095	0
1.001	1	2	101	2	1	28	1095	0
1.001	1	1	101	2	2	28	1095	0
1.002	1	2	101	3	1	28	1095	0
1.002	1	1	101	3	2	28	1095	0
1.003	1	2	101	4	1	28	1095	0
1.003	1	1	101	4	2	28	1095	0
1.004	1	2	101	5	1	28	1095	0
1.004	1	1	101	5	2	28	1095	0
1.005	1	2	101	6	1	28	1095	0
1.005	1	1	101	6	2	28	1095	0
1.006	1	2	101	7	1	28	1095	0
1.006	1	1	101	7	2	28	1095	0
1.007	1	2	101	8	1	28	1095	0
1.007	1	1	101	8	2	28	1095	0
1.008	1	2	101	9	1	28	1095	0
1.008	1	1	101	9	2	28	1095	0
1.009	1	2	101	10	1	28	1095	0
1.009	1	1	101	10	2	28	1095	0
1.01	1	2	102	1	1	28	1095	0
1.01	1	1	102	1	2	28	1095	0
1.011	1	2	102	2	1	28	1095	0
1.011	1	1	102	2	2	28	1095	0
1.012	1	2	102	3	1	28	1095	0
1.012	1	1	102	3	2	28	1095	0
1.013	1	2	102	4	1	28	1095	0
1.013	1	1	102	4	2	28	1095	0
1.014	1	2	102	5	1	28	1095	0
1.014	1	1	102	5	2	28	1095	0
1.015	1	2	102	6	1	28	1095	0
1.015	1	1	102	6	2	28	1095	0
1.016	1	2	102	7	1	28	1095	0
1.016	1	1	102	7	2	28	1095	0
1.017	1	2	102	8	1	28	1095	0
1.017	1	1	102	8	2	28	1095	0
1.018	1	2	102	9	1	28	1095	0
1.018	1	1	102	9	2	28	1095	0
1.019	1	2	102	10	1	28	1095	0
1.019	1	1	102	10	2	28	1095	0
1.02	1	2	103	1	1	28	1095	0
1.02	1	1	103	1	2	28	1095	0
